OBJECTID,GEOID10,Tothhs,CV_HHS,PCT_BA,CV_BA,PCT_FB,CV_FB,PCTENGL_LT,CV_ENGL_LT,PCTSPANENG,CV_SPAN_EN,PCTUMPLD,CV_UMPLD,MEDHHINC,CV_MEDIN,PCTSNAP,CV_SNAP,PCTNOHLTH,CV_NOHLTH,PCTFAMRELC,CV_POPFAMC,POV_POP,CV_POVPOP,PERLT18,CV_PERLT18,POV65UP,CV_POV65UP,REPORT_1,REPORT_2,REPORT_3,REPORT_4,REPORT_5,REPORT_6,REPORT_7,REPORT_8,Shape_Length,Shape_Area
642,2420860,896,9.43,51.4,13.96,9,34.45,7.3,42.47,1.4,65.13,6.9,56.39,91977,23.41,5.1,58.41,9.9,43.6,4.9,98.01,7,46.9,6.8,98.34,13.8,59.47,http://planning.maryland.gov/MSDC/Documents/American_Community_Survey/2012-2016/zcta/Demo/20860.pdf,http://planning.maryland.gov/MSDC/Documents/American_Community_Survey/2012-2016/zcta/econo/20860.pdf,http://planning.maryland.gov/MSDC/Documents/American_Community_Survey/2012-2016/zcta/housing/20860.pdf,http://planning.maryland.gov/MSDC/Documents/American_Community_Survey/2012-2016/zcta/socio/20860.pdf,http://planning.maryland.gov/MSDC/Documents/American_Community_Survey/2012-2016/zcta/Demo/20860.xlsx,http://planning.maryland.gov/MSDC/Documents/American_Community_Survey/2012-2016/zcta/econo/20860.xlsx,http://planning.maryland.gov/MSDC/Documents/American_Community_Survey/2012-2016/zcta/housing/20860.xlsx,http://planning.maryland.gov/MSDC/Documents/American_Community_Survey/2012-2016/zcta/socio/20860.xlsx,23375.5111184745,16457588.6147615
643,2420868,233,20.61,49.2,26.07,17.2,23.33,1.4,99.87,0,-999,6.7,75.31,204007,6.35,0,-999,4.5,70.25,0,-999,0,-999,0,-999,0,-999,http://planning.maryland.gov/MSDC/Documents/American_Community_Survey/2012-2016/zcta/Demo/20868.pdf,http://planning.maryland.gov/MSDC/Documents/American_Community_Survey/2012-2016/zcta/econo/20868.pdf,http://planning.maryland.gov/MSDC/Documents/American_Community_Survey/2012-2016/zcta/housing/20868.pdf,http://planning.maryland.gov/MSDC/Documents/American_Community_Survey/2012-2016/zcta/socio/20868.pdf,http://planning.maryland.gov/MSDC/Documents/American_Community_Survey/2012-2016/zcta/Demo/20868.xlsx,http://planning.maryland.gov/MSDC/Documents/American_Community_Survey/2012-2016/zcta/econo/20868.xlsx,http://planning.maryland.gov/MSDC/Documents/American_Community_Survey/2012-2016/zcta/housing/20868.xlsx,http://planning.maryland.gov/MSDC/Documents/American_Community_Survey/2012-2016/zcta/socio/20868.xlsx,19385.9986529388,8650789.49434667
644,2420872,4332,2.22,46.1,4.62,12.4,8.82,4.7,15.52,2.6,18.7,3.3,22.11,111314,4.08,3.8,22.4,3.4,21.46,3.7,41.07,4.4,23.49,5.7,42.66,6.4,41.79,http://planning.maryland.gov/MSDC/Documents/American_Community_Survey/2012-2016/zcta/Demo/20872.pdf,http://planning.maryland.gov/MSDC/Documents/American_Community_Survey/2012-2016/zcta/econo/20872.pdf,http://planning.maryland.gov/MSDC/Documents/American_Community_Survey/2012-2016/zcta/housing/20872.pdf,http://planning.maryland.gov/MSDC/Documents/American_Community_Survey/2012-2016/zcta/socio/20872.pdf,http://planning.maryland.gov/MSDC/Documents/American_Community_Survey/2012-2016/zcta/Demo/20872.xlsx,http://planning.maryland.gov/MSDC/Documents/American_Community_Survey/2012-2016/zcta/econo/20872.xlsx,http://planning.maryland.gov/MSDC/Documents/American_Community_Survey/2012-2016/zcta/housing/20872.xlsx,http://planning.maryland.gov/MSDC/Documents/American_Community_Survey/2012-2016/zcta/socio/20872.xlsx,67276.5789952486,90502788.4407117
645,2420746,11058,1.8,20.5,6.23,8,18.24,5.8,27.25,4.3,33.93,7.7,11.84,64480,1.87,14.5,8.38,11.3,12.91,13.3,18.74,10.3,12.39,16,21.28,9.1,18.04,http://planning.maryland.gov/MSDC/Documents/American_Community_Survey/2012-2016/zcta/Demo/20746.pdf,http://planning.maryland.gov/MSDC/Documents/American_Community_Survey/2012-2016/zcta/econo/20746.pdf,http://planning.maryland.gov/MSDC/Documents/American_Community_Survey/2012-2016/zcta/housing/20746.pdf,http://planning.maryland.gov/MSDC/Documents/American_Community_Survey/2012-2016/zcta/socio/20746.pdf,http://planning.maryland.gov/MSDC/Documents/American_Community_Survey/2012-2016/zcta/Demo/20746.xlsx,http://planning.maryland.gov/MSDC/Documents/American_Community_Survey/2012-2016/zcta/econo/20746.xlsx,http://planning.maryland.gov/MSDC/Documents/American_Community_Survey/2012-2016/zcta/housing/20746.xlsx,http://planning.maryland.gov/MSDC/Documents/American_Community_Survey/2012-2016/zcta/socio/20746.xlsx,38104.6826909307,33748655.8759959
646,2420706,12185,1.66,28.3,4.73,29.5,4.12,13.3,6.4,8.6,6.36,7.9,10.77,72454,2.43,10,8.51,15,6.48,9.6,15.2,9.7,10.03,14.3,16.58,7.3,19.15,http://planning.maryland.gov/MSDC/Documents/American_Community_Survey/2012-2016/zcta/Demo/20706.pdf,http://planning.maryland.gov/MSDC/Documents/American_Community_Survey/2012-2016/zcta/econo/20706.pdf,http://planning.maryland.gov/MSDC/Documents/American_Community_Survey/2012-2016/zcta/housing/20706.pdf,http://planning.maryland.gov/MSDC/Documents/American_Community_Survey/2012-2016/zcta/socio/20706.pdf,http://planning.maryland.gov/MSDC/Documents/American_Community_Survey/2012-2016/zcta/Demo/20706.xlsx,http://planning.maryland.gov/MSDC/Documents/American_Community_Survey/2012-2016/zcta/econo/20706.xlsx,http://planning.maryland.gov/MSDC/Documents/American_Community_Survey/2012-2016/zcta/housing/20706.xlsx,http://planning.maryland.gov/MSDC/Documents/American_Community_Survey/2012-2016/zcta/socio/20706.xlsx,6966.02667723784,1974416.60910733
647,2420706,12185,1.66,28.3,4.73,29.5,4.12,13.3,6.4,8.6,6.36,7.9,10.77,72454,2.43,10,8.51,15,6.48,9.6,15.2,9.7,10.03,14.3,16.58,7.3,19.15,http://planning.maryland.gov/MSDC/Documents/American_Community_Survey/2012-2016/zcta/Demo/20706.pdf,http://planning.maryland.gov/MSDC/Documents/American_Community_Survey/2012-2016/zcta/econo/20706.pdf,http://planning.maryland.gov/MSDC/Documents/American_Community_Survey/2012-2016/zcta/housing/20706.pdf,http://planning.maryland.gov/MSDC/Documents/American_Community_Survey/2012-2016/zcta/socio/20706.pdf,http://planning.maryland.gov/MSDC/Documents/American_Community_Survey/2012-2016/zcta/Demo/20706.xlsx,http://planning.maryland.gov/MSDC/Documents/American_Community_Survey/2012-2016/zcta/econo/20706.xlsx,http://planning.maryland.gov/MSDC/Documents/American_Community_Survey/2012-2016/zcta/housing/20706.xlsx,http://planning.maryland.gov/MSDC/Documents/American_Community_Survey/2012-2016/zcta/socio/20706.xlsx,9784.53606695908,4072114.84951619
648,2420706,12185,1.66,28.3,4.73,29.5,4.12,13.3,6.4,8.6,6.36,7.9,10.77,72454,2.43,10,8.51,15,6.48,9.6,15.2,9.7,10.03,14.3,16.58,7.3,19.15,http://planning.maryland.gov/MSDC/Documents/American_Community_Survey/2012-2016/zcta/Demo/20706.pdf,http://planning.maryland.gov/MSDC/Documents/American_Community_Survey/2012-2016/zcta/econo/20706.pdf,http://planning.maryland.gov/MSDC/Documents/American_Community_Survey/2012-2016/zcta/housing/20706.pdf,http://planning.maryland.gov/MSDC/Documents/American_Community_Survey/2012-2016/zcta/socio/20706.pdf,http://planning.maryland.gov/MSDC/Documents/American_Community_Survey/2012-2016/zcta/Demo/20706.xlsx,http://planning.maryland.gov/MSDC/Documents/American_Community_Survey/2012-2016/zcta/econo/20706.xlsx,http://planning.maryland.gov/MSDC/Documents/American_Community_Survey/2012-2016/zcta/housing/20706.xlsx,http://planning.maryland.gov/MSDC/Documents/American_Community_Survey/2012-2016/zcta/socio/20706.xlsx,54802.4358303876,38619348.2022484
649,2421638,1848,5.63,40.3,8.15,3.2,26.6,0.9,67.54,0.4,121.58,1.3,51.44,89919,11.83,8.5,30.75,5.1,23.84,6.8,49.17,10.3,27.74,18.6,46.74,5.1,39.33,http://planning.maryland.gov/MSDC/Documents/American_Community_Survey/2012-2016/zcta/Demo/21638.pdf,http://planning.maryland.gov/MSDC/Documents/American_Community_Survey/2012-2016/zcta/econo/21638.pdf,http://planning.maryland.gov/MSDC/Documents/American_Community_Survey/2012-2016/zcta/housing/21638.pdf,http://planning.maryland.gov/MSDC/Documents/American_Community_Survey/2012-2016/zcta/socio/21638.pdf,http://planning.maryland.gov/MSDC/Documents/American_Community_Survey/2012-2016/zcta/Demo/21638.xlsx,http://planning.maryland.gov/MSDC/Documents/American_Community_Survey/2012-2016/zcta/econo/21638.xlsx,http://planning.maryland.gov/MSDC/Documents/American_Community_Survey/2012-2016/zcta/housing/21638.xlsx,http://planning.maryland.gov/MSDC/Documents/American_Community_Survey/2012-2016/zcta/socio/21638.xlsx,94314.9605995892,42725524.92978
650,2421666,4288,3.36,36.5,6.5,4.1,23.72,1.2,40.53,0.5,60.79,4.1,17.79,96447,4.65,3.1,29.41,3.2,19,2,63.83,3.4,25.03,1.7,67.94,4.9,45.9,http://planning.maryland.gov/MSDC/Documents/American_Community_Survey/2012-2016/zcta/Demo/21666.pdf,http://planning.maryland.gov/MSDC/Documents/American_Community_Survey/2012-2016/zcta/econo/21666.pdf,http://planning.maryland.gov/MSDC/Documents/American_Community_Survey/2012-2016/zcta/housing/21666.pdf,http://planning.maryland.gov/MSDC/Documents/American_Community_Survey/2012-2016/zcta/socio/21666.pdf,http://planning.maryland.gov/MSDC/Documents/American_Community_Survey/2012-2016/zcta/Demo/21666.xlsx,http://planning.maryland.gov/MSDC/Documents/American_Community_Survey/2012-2016/zcta/econo/21666.xlsx,http://planning.maryland.gov/MSDC/Documents/American_Community_Survey/2012-2016/zcta/housing/21666.xlsx,http://planning.maryland.gov/MSDC/Documents/American_Community_Survey/2012-2016/zcta/socio/21666.xlsx,162312.214700976,96267758.1930941
651,2420636,3742,4.31,33.6,9.23,2.6,30.4,0.3,60.79,0.1,121.58,4.2,26.05,104222,5.27,6.1,36.87,3.4,32.18,6.7,64.42,4.1,44.48,7.7,63.16,4.8,50.66,http://planning.maryland.gov/MSDC/Documents/American_Community_Survey/2012-2016/zcta/Demo/20636.pdf,http://planning.maryland.gov/MSDC/Documents/American_Community_Survey/2012-2016/zcta/econo/20636.pdf,http://planning.maryland.gov/MSDC/Documents/American_Community_Survey/2012-2016/zcta/housing/20636.pdf,http://planning.maryland.gov/MSDC/Documents/American_Community_Survey/2012-2016/zcta/socio/20636.pdf,http://planning.maryland.gov/MSDC/Documents/American_Community_Survey/2012-2016/zcta/Demo/20636.xlsx,http://planning.maryland.gov/MSDC/Documents/American_Community_Survey/2012-2016/zcta/econo/20636.xlsx,http://planning.maryland.gov/MSDC/Documents/American_Community_Survey/2012-2016/zcta/housing/20636.xlsx,http://planning.maryland.gov/MSDC/Documents/American_Community_Survey/2012-2016/zcta/socio/20636.xlsx,129218.755599178,155608828.638523
652,2420653,9079,3.14,29,6.08,9.8,8.68,5,20.67,2.7,36.02,3.8,20.8,70824,5.03,19.2,9.82,7,18.24,11.8,21.12,12.5,13.13,15.7,21.68,7.4,29.57,http://planning.maryland.gov/MSDC/Documents/American_Community_Survey/2012-2016/zcta/Demo/20653.pdf,http://planning.maryland.gov/MSDC/Documents/American_Community_Survey/2012-2016/zcta/econo/20653.pdf,http://planning.maryland.gov/MSDC/Documents/American_Community_Survey/2012-2016/zcta/housing/20653.pdf,http://planning.maryland.gov/MSDC/Documents/American_Community_Survey/2012-2016/zcta/socio/20653.pdf,http://planning.maryland.gov/MSDC/Documents/American_Community_Survey/2012-2016/zcta/Demo/20653.xlsx,http://planning.maryland.gov/MSDC/Documents/American_Community_Survey/2012-2016/zcta/econo/20653.xlsx,http://planning.maryland.gov/MSDC/Documents/American_Community_Survey/2012-2016/zcta/housing/20653.xlsx,http://planning.maryland.gov/MSDC/Documents/American_Community_Survey/2012-2016/zcta/socio/20653.xlsx,1585.73206338999,67027.8762391179
653,2420653,9079,3.14,29,6.08,9.8,8.68,5,20.67,2.7,36.02,3.8,20.8,70824,5.03,19.2,9.82,7,18.24,11.8,21.12,12.5,13.13,15.7,21.68,7.4,29.57,http://planning.maryland.gov/MSDC/Documents/American_Community_Survey/2012-2016/zcta/Demo/20653.pdf,http://planning.maryland.gov/MSDC/Documents/American_Community_Survey/2012-2016/zcta/econo/20653.pdf,http://planning.maryland.gov/MSDC/Documents/American_Community_Survey/2012-2016/zcta/housing/20653.pdf,http://planning.maryland.gov/MSDC/Documents/American_Community_Survey/2012-2016/zcta/socio/20653.pdf,http://planning.maryland.gov/MSDC/Documents/American_Community_Survey/2012-2016/zcta/Demo/20653.xlsx,http://planning.maryland.gov/MSDC/Documents/American_Community_Survey/2012-2016/zcta/econo/20653.xlsx,http://planning.maryland.gov/MSDC/Documents/American_Community_Survey/2012-2016/zcta/housing/20653.xlsx,http://planning.maryland.gov/MSDC/Documents/American_Community_Survey/2012-2016/zcta/socio/20653.xlsx,132686.139294589,138006220.357927
654,2421851,2848,4.8,23.8,10.47,4.8,34.19,1,48.63,0.2,91.19,12.8,19,40559,6.59,25.1,12.11,10.6,20.65,24.1,22.45,21.5,15.55,28.9,24.4,12.6,21.71,http://planning.maryland.gov/MSDC/Documents/American_Community_Survey/2012-2016/zcta/Demo/21851.pdf,http://planning.maryland.gov/MSDC/Documents/American_Community_Survey/2012-2016/zcta/econo/21851.pdf,http://planning.maryland.gov/MSDC/Documents/American_Community_Survey/2012-2016/zcta/housing/21851.pdf,http://planning.maryland.gov/MSDC/Documents/American_Community_Survey/2012-2016/zcta/socio/21851.pdf,http://planning.maryland.gov/MSDC/Documents/American_Community_Survey/2012-2016/zcta/Demo/21851.xlsx,http://planning.maryland.gov/MSDC/Documents/American_Community_Survey/2012-2016/zcta/econo/21851.xlsx,http://planning.maryland.gov/MSDC/Documents/American_Community_Survey/2012-2016/zcta/housing/21851.xlsx,http://planning.maryland.gov/MSDC/Documents/American_Community_Survey/2012-2016/zcta/socio/21851.xlsx,144310.91722321,450744002.639373
655,2421756,1368,6.67,23.4,15.59,3.2,30.4,0.2,91.19,0,-999,5,42.55,89022,9.59,7,33,5.6,42.34,11.8,49.46,7.4,43.54,13.5,63.94,1.9,76.79,http://planning.maryland.gov/MSDC/Documents/American_Community_Survey/2012-2016/zcta/Demo/21756.pdf,http://planning.maryland.gov/MSDC/Documents/American_Community_Survey/2012-2016/zcta/econo/21756.pdf,http://planning.maryland.gov/MSDC/Documents/American_Community_Survey/2012-2016/zcta/housing/21756.pdf,http://planning.maryland.gov/MSDC/Documents/American_Community_Survey/2012-2016/zcta/socio/21756.pdf,http://planning.maryland.gov/MSDC/Documents/American_Community_Survey/2012-2016/zcta/Demo/21756.xlsx,http://planning.maryland.gov/MSDC/Documents/American_Community_Survey/2012-2016/zcta/econo/21756.xlsx,http://planning.maryland.gov/MSDC/Documents/American_Community_Survey/2012-2016/zcta/housing/21756.xlsx,http://planning.maryland.gov/MSDC/Documents/American_Community_Survey/2012-2016/zcta/socio/21756.xlsx,73029.2281783723,90924212.5829825
656,2421750,1542,3.67,10.9,17.29,0.4,60.79,0.1,60.79,0.1,60.79,6.5,28.06,44706,7.81,15,15.4,5.1,28.61,9.4,36.86,10,20.06,12.2,40.86,8.8,28.32,http://planning.maryland.gov/MSDC/Documents/American_Community_Survey/2012-2016/zcta/Demo/21750.pdf,http://planning.maryland.gov/MSDC/Documents/American_Community_Survey/2012-2016/zcta/econo/21750.pdf,http://planning.maryland.gov/MSDC/Documents/American_Community_Survey/2012-2016/zcta/housing/21750.pdf,http://planning.maryland.gov/MSDC/Documents/American_Community_Survey/2012-2016/zcta/socio/21750.pdf,http://planning.maryland.gov/MSDC/Documents/American_Community_Survey/2012-2016/zcta/Demo/21750.xlsx,http://planning.maryland.gov/MSDC/Documents/American_Community_Survey/2012-2016/zcta/econo/21750.xlsx,http://planning.maryland.gov/MSDC/Documents/American_Community_Survey/2012-2016/zcta/housing/21750.xlsx,http://planning.maryland.gov/MSDC/Documents/American_Community_Survey/2012-2016/zcta/socio/21750.xlsx,125501.111078462,271483862.973505
657,2421779,349,15.15,29,35.64,0,-999,0,-999,0,-999,4.3,74.93,115234,35.28,14.9,84.45,1.3,107.55,0,-999,5.2,85.34,0,-999,29.8,56.91,http://planning.maryland.gov/MSDC/Documents/American_Community_Survey/2012-2016/zcta/Demo/21779.pdf,http://planning.maryland.gov/MSDC/Documents/American_Community_Survey/2012-2016/zcta/econo/21779.pdf,http://planning.maryland.gov/MSDC/Documents/American_Community_Survey/2012-2016/zcta/housing/21779.pdf,http://planning.maryland.gov/MSDC/Documents/American_Community_Survey/2012-2016/zcta/socio/21779.pdf,http://planning.maryland.gov/MSDC/Documents/American_Community_Survey/2012-2016/zcta/Demo/21779.xlsx,http://planning.maryland.gov/MSDC/Documents/American_Community_Survey/2012-2016/zcta/econo/21779.xlsx,http://planning.maryland.gov/MSDC/Documents/American_Community_Survey/2012-2016/zcta/housing/21779.xlsx,http://planning.maryland.gov/MSDC/Documents/American_Community_Survey/2012-2016/zcta/socio/21779.xlsx,47276.2413792612,38938319.1190277
658,2421849,1402,8.46,23.2,18.08,1.3,51.44,0.3,81.05,0.3,81.05,6.1,39.86,56774,14.39,11.2,33.11,7.5,35.66,8.9,43.71,8.8,31.78,15,47.42,0,-999,http://planning.maryland.gov/MSDC/Documents/American_Community_Survey/2012-2016/zcta/Demo/21849.pdf,http://planning.maryland.gov/MSDC/Documents/American_Community_Survey/2012-2016/zcta/econo/21849.pdf,http://planning.maryland.gov/MSDC/Documents/American_Community_Survey/2012-2016/zcta/housing/21849.pdf,http://planning.maryland.gov/MSDC/Documents/American_Community_Survey/2012-2016/zcta/socio/21849.pdf,http://planning.maryland.gov/MSDC/Documents/American_Community_Survey/2012-2016/zcta/Demo/21849.xlsx,http://planning.maryland.gov/MSDC/Documents/American_Community_Survey/2012-2016/zcta/econo/21849.xlsx,http://planning.maryland.gov/MSDC/Documents/American_Community_Survey/2012-2016/zcta/housing/21849.xlsx,http://planning.maryland.gov/MSDC/Documents/American_Community_Survey/2012-2016/zcta/socio/21849.xlsx,91658.8948334981,147252751.571008
659,2421840,213,25.12,18,48.97,1.8,111.45,0,-999,0,-999,14.8,111.31,73087,14.64,14.6,88.27,0,-999,14.4,149.86,14.2,89.47,7.8,185.49,0,-999,http://planning.maryland.gov/MSDC/Documents/American_Community_Survey/2012-2016/zcta/Demo/21840.pdf,http://planning.maryland.gov/MSDC/Documents/American_Community_Survey/2012-2016/zcta/econo/21840.pdf,http://planning.maryland.gov/MSDC/Documents/American_Community_Survey/2012-2016/zcta/housing/21840.pdf,http://planning.maryland.gov/MSDC/Documents/American_Community_Survey/2012-2016/zcta/socio/21840.pdf,http://planning.maryland.gov/MSDC/Documents/American_Community_Survey/2012-2016/zcta/Demo/21840.xlsx,http://planning.maryland.gov/MSDC/Documents/American_Community_Survey/2012-2016/zcta/econo/21840.xlsx,http://planning.maryland.gov/MSDC/Documents/American_Community_Survey/2012-2016/zcta/housing/21840.xlsx,http://planning.maryland.gov/MSDC/Documents/American_Community_Survey/2012-2016/zcta/socio/21840.xlsx,55610.3573521389,22040664.9368767
660,2421842,5075,3.9,34.1,5.88,6.9,17.62,1.3,46.76,0.9,60.79,7.7,18.16,54717,5.34,6.6,16.58,8,13.68,8.3,49.07,7.9,13.85,7.1,47.95,3.6,30.4,http://planning.maryland.gov/MSDC/Documents/American_Community_Survey/2012-2016/zcta/Demo/21842.pdf,http://planning.maryland.gov/MSDC/Documents/American_Community_Survey/2012-2016/zcta/econo/21842.pdf,http://planning.maryland.gov/MSDC/Documents/American_Community_Survey/2012-2016/zcta/housing/21842.pdf,http://planning.maryland.gov/MSDC/Documents/American_Community_Survey/2012-2016/zcta/socio/21842.pdf,http://planning.maryland.gov/MSDC/Documents/American_Community_Survey/2012-2016/zcta/Demo/21842.xlsx,http://planning.maryland.gov/MSDC/Documents/American_Community_Survey/2012-2016/zcta/econo/21842.xlsx,http://planning.maryland.gov/MSDC/Documents/American_Community_Survey/2012-2016/zcta/housing/21842.xlsx,http://planning.maryland.gov/MSDC/Documents/American_Community_Survey/2012-2016/zcta/socio/21842.xlsx,202150.406956708,37960245.8142334
661,2421251,0,-999,0,-999,6.2,36.28,0,-999,0,-999,9.2,100.44,-999,-999,-999,-999,1.3,84.17,-999,-999,-999,-999,-999,-999,-999,-999,http://planning.maryland.gov/MSDC/Documents/American_Community_Survey/2012-2016/zcta/Demo/21251.pdf,http://planning.maryland.gov/MSDC/Documents/American_Community_Survey/2012-2016/zcta/econo/21251.pdf,http://planning.maryland.gov/MSDC/Documents/American_Community_Survey/2012-2016/zcta/housing/21251.pdf,http://planning.maryland.gov/MSDC/Documents/American_Community_Survey/2012-2016/zcta/socio/21251.pdf,http://planning.maryland.gov/MSDC/Documents/American_Community_Survey/2012-2016/zcta/Demo/21251.xlsx,http://planning.maryland.gov/MSDC/Documents/American_Community_Survey/2012-2016/zcta/econo/21251.xlsx,http://planning.maryland.gov/MSDC/Documents/American_Community_Survey/2012-2016/zcta/housing/21251.xlsx,http://planning.maryland.gov/MSDC/Documents/American_Community_Survey/2012-2016/zcta/socio/21251.xlsx,8426.26233564431,772613.228529392
662,2421403,12898,2.23,52.9,2.76,13.7,11.98,6.4,18.05,5.5,18.79,4,19.76,87076,6.11,6.9,17.62,8.4,13.75,10.1,33.71,6.9,15.86,10.5,31.84,4,28.88,http://planning.maryland.gov/MSDC/Documents/American_Community_Survey/2012-2016/zcta/Demo/21403.pdf,http://planning.maryland.gov/MSDC/Documents/American_Community_Survey/2012-2016/zcta/econo/21403.pdf,http://planning.maryland.gov/MSDC/Documents/American_Community_Survey/2012-2016/zcta/housing/21403.pdf,http://planning.maryland.gov/MSDC/Documents/American_Community_Survey/2012-2016/zcta/socio/21403.pdf,http://planning.maryland.gov/MSDC/Documents/American_Community_Survey/2012-2016/zcta/Demo/21403.xlsx,http://planning.maryland.gov/MSDC/Documents/American_Community_Survey/2012-2016/zcta/econo/21403.xlsx,http://planning.maryland.gov/MSDC/Documents/American_Community_Survey/2012-2016/zcta/housing/21403.xlsx,http://planning.maryland.gov/MSDC/Documents/American_Community_Survey/2012-2016/zcta/socio/21403.xlsx,83597.0694239598,39790095.4187914
663,2421409,7504,1.59,52.9,3.1,6.5,14.96,1.6,22.8,0.9,33.77,3.7,18.07,107091,3.56,3.6,21.95,4.3,18.38,2.3,37,4.1,19.27,3.3,35,4.9,24.81,http://planning.maryland.gov/MSDC/Documents/American_Community_Survey/2012-2016/zcta/Demo/21409.pdf,http://planning.maryland.gov/MSDC/Documents/American_Community_Survey/2012-2016/zcta/econo/21409.pdf,http://planning.maryland.gov/MSDC/Documents/American_Community_Survey/2012-2016/zcta/housing/21409.pdf,http://planning.maryland.gov/MSDC/Documents/American_Community_Survey/2012-2016/zcta/socio/21409.pdf,http://planning.maryland.gov/MSDC/Documents/American_Community_Survey/2012-2016/zcta/Demo/21409.xlsx,http://planning.maryland.gov/MSDC/Documents/American_Community_Survey/2012-2016/zcta/econo/21409.xlsx,http://planning.maryland.gov/MSDC/Documents/American_Community_Survey/2012-2016/zcta/housing/21409.xlsx,http://planning.maryland.gov/MSDC/Documents/American_Community_Survey/2012-2016/zcta/socio/21409.xlsx,114023.514891636,60248167.5384475
664,2421076,6348,2.92,50.2,5.57,18.5,11.17,7.2,16.89,0.7,60.79,3.8,27.2,114440,5.71,3,34.45,3.6,23.64,0.6,91.19,2.4,27.86,2.4,73.45,5.1,47.68,http://planning.maryland.gov/MSDC/Documents/American_Community_Survey/2012-2016/zcta/Demo/21076.pdf,http://planning.maryland.gov/MSDC/Documents/American_Community_Survey/2012-2016/zcta/econo/21076.pdf,http://planning.maryland.gov/MSDC/Documents/American_Community_Survey/2012-2016/zcta/housing/21076.pdf,http://planning.maryland.gov/MSDC/Documents/American_Community_Survey/2012-2016/zcta/socio/21076.pdf,http://planning.maryland.gov/MSDC/Documents/American_Community_Survey/2012-2016/zcta/Demo/21076.xlsx,http://planning.maryland.gov/MSDC/Documents/American_Community_Survey/2012-2016/zcta/econo/21076.xlsx,http://planning.maryland.gov/MSDC/Documents/American_Community_Survey/2012-2016/zcta/housing/21076.xlsx,http://planning.maryland.gov/MSDC/Documents/American_Community_Survey/2012-2016/zcta/socio/21076.xlsx,8353.4026078663,2802043.76446265
665,2421076,6348,2.92,50.2,5.57,18.5,11.17,7.2,16.89,0.7,60.79,3.8,27.2,114440,5.71,3,34.45,3.6,23.64,0.6,91.19,2.4,27.86,2.4,73.45,5.1,47.68,http://planning.maryland.gov/MSDC/Documents/American_Community_Survey/2012-2016/zcta/Demo/21076.pdf,http://planning.maryland.gov/MSDC/Documents/American_Community_Survey/2012-2016/zcta/econo/21076.pdf,http://planning.maryland.gov/MSDC/Documents/American_Community_Survey/2012-2016/zcta/housing/21076.pdf,http://planning.maryland.gov/MSDC/Documents/American_Community_Survey/2012-2016/zcta/socio/21076.pdf,http://planning.maryland.gov/MSDC/Documents/American_Community_Survey/2012-2016/zcta/Demo/21076.xlsx,http://planning.maryland.gov/MSDC/Documents/American_Community_Survey/2012-2016/zcta/econo/21076.xlsx,http://planning.maryland.gov/MSDC/Documents/American_Community_Survey/2012-2016/zcta/housing/21076.xlsx,http://planning.maryland.gov/MSDC/Documents/American_Community_Survey/2012-2016/zcta/socio/21076.xlsx,60718.2977763431,51510714.3088519
666,2420776,1258,6.96,26.4,15.89,0.8,68.39,0,-999,0,-999,1.9,63.99,89668,2.92,8.8,30.4,5.3,47.03,17.3,45.68,10.8,38.28,20.5,52.49,2.9,98.52,http://planning.maryland.gov/MSDC/Documents/American_Community_Survey/2012-2016/zcta/Demo/20776.pdf,http://planning.maryland.gov/MSDC/Documents/American_Community_Survey/2012-2016/zcta/econo/20776.pdf,http://planning.maryland.gov/MSDC/Documents/American_Community_Survey/2012-2016/zcta/housing/20776.pdf,http://planning.maryland.gov/MSDC/Documents/American_Community_Survey/2012-2016/zcta/socio/20776.pdf,http://planning.maryland.gov/MSDC/Documents/American_Community_Survey/2012-2016/zcta/Demo/20776.xlsx,http://planning.maryland.gov/MSDC/Documents/American_Community_Survey/2012-2016/zcta/econo/20776.xlsx,http://planning.maryland.gov/MSDC/Documents/American_Community_Survey/2012-2016/zcta/housing/20776.xlsx,http://planning.maryland.gov/MSDC/Documents/American_Community_Survey/2012-2016/zcta/socio/20776.xlsx,99888.3157993874,96489274.1069443
667,2421208,14984,1.59,48.5,3.13,13.2,9.21,4.2,14.47,0.9,40.53,5.4,15.76,69339,4.04,8.6,11.31,5.6,13.03,8.2,28.17,9.6,16.46,15.3,32.98,7.6,15.2,http://planning.maryland.gov/MSDC/Documents/American_Community_Survey/2012-2016/zcta/Demo/21208.pdf,http://planning.maryland.gov/MSDC/Documents/American_Community_Survey/2012-2016/zcta/econo/21208.pdf,http://planning.maryland.gov/MSDC/Documents/American_Community_Survey/2012-2016/zcta/housing/21208.pdf,http://planning.maryland.gov/MSDC/Documents/American_Community_Survey/2012-2016/zcta/socio/21208.pdf,http://planning.maryland.gov/MSDC/Documents/American_Community_Survey/2012-2016/zcta/Demo/21208.xlsx,http://planning.maryland.gov/MSDC/Documents/American_Community_Survey/2012-2016/zcta/econo/21208.xlsx,http://planning.maryland.gov/MSDC/Documents/American_Community_Survey/2012-2016/zcta/housing/21208.xlsx,http://planning.maryland.gov/MSDC/Documents/American_Community_Survey/2012-2016/zcta/socio/21208.xlsx,61252.6292736692,53624355.6045143
